Date,Age,Gender,City,Tier,Occupation,Other Occupation,CRY Source,Other CRY Source,Volunteering Location Preference
09/25/2025,18,Female,Jaipur,,College/University Student,,Others,,Bengaluru
09/25/2025,18,Female,Jaipur,,College/University Student,,Others,,Bengaluru
09/25/2025,18,Female,Jaipur,,College/University Student,,Others,,Bengaluru
09/25/2025,18,Female,Banglore,,College/University Student,,Family/Friend,,Bengaluru
09/25/2025,17,Female,Banglore,,College/University Student,,Family/Friend,,Bengaluru
09/25/2025,24,Female,Haveri ,,College/University Student,,Social Media Sites,,Bengaluru
09/25/2025,22,Female,Thrissur ,,College/University Student,,Family/Friend,,Bengaluru
09/25/2025,17,Female,Banglore,,School Student,,CRY Website,,Bengaluru
09/25/2025,26,Male,Banglore,,Working Professional,,Others,,Bengaluru
09/24/2025,25,Male,Salem,,Other,Data analyst intern,CRY Website,,Bengaluru
09/24/2025,26,Female,Banglore,,Other,Unemployed,CRY Website,,Bengaluru
09/23/2025,24,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
09/23/2025,19,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
09/23/2025,29,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
09/23/2025,22,Female,Kannur,,College/University Student,,Others,,Bengaluru
09/22/2025,23,Female,Banglore,,Working Professional,,Others,,Bengaluru
09/22/2025,18,Female,Goa,,College/University Student,,CRY Volunteers/Interns,,Bengaluru
09/22/2025,18,Female,Goa,,College/University Student,,CRY Volunteers/Interns,,Bengaluru
09/22/2025,18,Female,Goa,,College/University Student,,CRY Volunteers/Interns,,Bengaluru
09/22/2025,18,Female,Goa,,College/University Student,,CRY Volunteers/Interns,,Bengaluru
09/22/2025,18,Female,Goa,,College/University Student,,CRY Volunteers/Interns,,Bengaluru
09/22/2025,18,Female,Goa,,College/University Student,,CRY Volunteers/Interns,,Bengaluru
09/22/2025,18,Female,Goa,,College/University Student,,CRY Volunteers/Interns,,Bengaluru
09/22/2025,18,Female,Goa,,College/University Student,,CRY Volunteers/Interns,,Bengaluru
09/22/2025,21,Female,Chennai,,College/University Student,,Family/Friend,,Bengaluru
09/21/2025,18,Female,Dabolim,,College/University Student,,Family/Friend,,Bengaluru
09/21/2025,19,Female,Manipal ,,College/University Student,,Social Media Sites,,Bengaluru
09/20/2025,24,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
09/20/2025,28,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
09/19/2025,36,Female,Chennai,,Working Professional,,CRY Website,,Bengaluru
09/19/2025,14,Male,Aurangabad,,School Student,,CRY Website,,Bengaluru
09/19/2025,18,Female,Ernakulam,,College/University Student,,Social Media Sites,,Bengaluru
09/18/2025,16,Female,Banglore ,,School Student,,CRY Website,,Bengaluru
09/17/2025,29,Male,ERNAKULAM,,Working Professional,,CRY Website,,Bengaluru
09/17/2025,21,Female,Kottayam,,College/University Student,,Social Media Sites,,Bengaluru
09/15/2025,26,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
09/14/2025,21,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
09/14/2025,29,Female,Banglore,,Working Professional,,CRY Volunteers/Interns,,Bengaluru
09/14/2025,22,Male,Buxar Bihar ,,College/University Student,,Social Media Sites,,Bengaluru
09/14/2025,29,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
09/14/2025,22,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
09/13/2025,21,Male,Banglore,,College/University Student,,CRY Website,,Bengaluru
09/12/2025,19,Male,Banglore ,,College/University Student,,CRY Volunteers/Interns,,Bengaluru
09/12/2025,16,Female,Banglore,,School Student,,CRY Website,,Bengaluru
09/12/2025,31,Female,Banglore,,Home Maker,,CRY Volunteers/Interns,,Bengaluru
09/12/2025,31,Female,Banglore,,Home Maker,,CRY Volunteers/Interns,,Bengaluru
09/12/2025,27,Female,Banglore,,Working Professional,,Others,,Bengaluru
09/11/2025,26,Female,Banglore,,Working Professional,,CRY Volunteers/Interns,,Bengaluru
09/11/2025,17,Female,Banglore ,,School Student,,Social Media Sites,,Bengaluru
09/11/2025,42,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
09/11/2025,24,Female,Banglore ,,Working Professional,,Others,,Bengaluru
09/10/2025,17,Female,Banglore,,College/University Student,,Family/Friend,,Bengaluru
09/10/2025,21,Male,Kannur,,College/University Student,,CRY Website,,Bengaluru
09/08/2025,14,Female,Banglore ,,School Student,,Others,,Bengaluru
09/08/2025,20,Male,Banglore,,College/University Student,,Others,,Bengaluru
09/07/2025,21,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
09/07/2025,20,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
09/07/2025,17,Male,Banglore,,School Student,,CRY Website,,Bengaluru
09/07/2025,22,Female,Banglore ,,Working Professional,,Social Media Sites,,Bengaluru
09/06/2025,20,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
09/05/2025,27,Female,Thrissur,,Other,CIVIL SERVICE ASPIRANT,CRY Website,,Bengaluru
09/04/2025,19,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
09/04/2025,30,Female,Banglore,,Other,Preparing for UPSC civil services exam,CRY Website,,Bengaluru
09/04/2025,21,Female,Bhopal,,College/University Student,,CRY Website,,Bengaluru
09/03/2025,51,Male,Bhilai,,Working Professional,,CRY Website,,Bengaluru
09/03/2025,43,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
09/03/2025,23,Female,Trivandrum ,,College/University Student,,CRY Website,,Bengaluru
09/03/2025,40,Female,Banglore,,Home Maker,,CRY Website,,Bengaluru
09/03/2025,29,Female,Chennai,,Working Professional,,CRY Website,,Bengaluru
09/02/2025,24,Male,Banglore,,Working Professional,,Ads/Hoardings,,Bengaluru
09/02/2025,21,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
09/02/2025,20,Female,Banglore,,Working Professional,,CRY Volunteers/Interns,,Bengaluru
09/02/2025,22,Female,Banglore,,College/University Student,,Social Media Sites,,Bengaluru
09/02/2025,18,Female,Kumily,,Other,12th graduate ,CRY Volunteers/Interns,,Bengaluru
09/02/2025,18,Male,Anantapur,,College/University Student,,CRY Website,,Bengaluru
09/01/2025,15,Female,Banglore,,School Student,,Others,,Bengaluru
09/01/2025,28,Female,Banglore,,Other,medical student graduate ,CRY Website,,Bengaluru
09/01/2025,27,Male,Banglore,,Working Professional,,Social Media Sites,,Bengaluru
09/01/2025,30,Female,Banglore,,Other,Preparing for UPSC civil services exam,CRY Website,,Bengaluru
08/31/2025,19,Female,Banglore,,College/University Student,,Family/Friend,,Bengaluru
08/31/2025,23,Female,Banglore ,,Working Professional,,CRY Website,,Bengaluru
08/31/2025,19,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
08/31/2025,20,Male,Vellore,,College/University Student,,CRY Website,,Bengaluru
08/30/2025,19,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
08/30/2025,21,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
08/30/2025,24,Male,Banglore ,,Working Professional,,CRY Website,,Bengaluru
08/30/2025,22,Female,Banglore,,College/University Student,,Online ads and Posts,,Bengaluru
08/30/2025,22,Female,Pune,,College/University Student,,Others,,Bengaluru
08/29/2025,19,Female,Namakkal ,,College/University Student,,Online ads and Posts,,Bengaluru
08/29/2025,17,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
08/29/2025,21,Male,Banglore ,,Working Professional,,Social Media Sites,,Bengaluru
08/29/2025,22,Female,Banglore ,,Working Professional,,CRY Website,,Bengaluru
08/29/2025,22,Female,Pondicherry ,,College/University Student,,Others,,Bengaluru
08/28/2025,19,Female,Mangalore,,College/University Student,,Others,,Bengaluru
08/28/2025,17,Female,Trichy,,College/University Student,,CRY Website,,Bengaluru
08/28/2025,28,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
08/27/2025,22,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
08/27/2025,14,Female,coimbatore,,School Student,,Social Media Sites,,Bengaluru
08/27/2025,26,Female,Banglore ,,Working Professional,,Family/Friend,,Bengaluru
08/26/2025,25,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
08/26/2025,26,Female,Mysore,,College/University Student,,CRY Website,,Bengaluru
08/26/2025,24,Male,Bilaspur ,,College/University Student,,Social Media Sites,,Bengaluru
08/25/2025,15,Female,Banglore,,School Student,,CRY Website,,Bengaluru
08/25/2025,29,Male,Coimbatore,,Other,Currently on a gap year from work,CRY Website,,Bengaluru
08/25/2025,21,Female,Mysore,,Working Professional,,Online ads and Posts,,Bengaluru
08/24/2025,16,Female,Banglore ,,School Student,,Others,,Bengaluru
08/24/2025,24,Female,Bellandur,,Working Professional,,CRY Website,,Bengaluru
08/23/2025,24,Male,Banglore,,Working Professional,,Social Media Sites,,Bengaluru
08/23/2025,23,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
08/23/2025,26,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
08/23/2025,24,Female,Chennai,,Working Professional,,Social Media Sites,,Bengaluru
08/23/2025,17,Male,Banglore,,School Student,,CRY Website,,Bengaluru
08/23/2025,25,Female,Kochi,,College/University Student,,CRY Website,,Bengaluru
08/23/2025,25,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
08/22/2025,22,Female,Thalassery,,College/University Student,,Social Media Sites,,Bengaluru
08/22/2025,29,Male,Banglore,,Personal Business,,CRY Website,,Bengaluru
08/22/2025,25,Female,Kohima,,Other,Currently on one-year break from studies ,CRY Website,,Bengaluru
08/22/2025,21,Female,West bengal,,College/University Student,,Online ads and Posts,,Bengaluru
08/21/2025,17,Male,Banglore,,School Student,,Family/Friend,,Bengaluru
08/21/2025,21,Female,Banglore ,,College/University Student,,CRY Website,,Bengaluru
08/21/2025,28,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
08/20/2025,19,Female,Mysore ,,College/University Student,,Social Media Sites,,Bengaluru
08/19/2025,29,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
08/19/2025,28,Female,Thoothukudi,,Working Professional,,Social Media Sites,,Bengaluru
08/19/2025,26,Female,Banglore,,Working Professional,,Online ads and Posts,,Bengaluru
08/19/2025,26,Female,Banglore,,Working Professional,,Online ads and Posts,,Bengaluru
08/19/2025,25,Female,chennai,,Working Professional,,CRY Website,,Bengaluru
08/18/2025,17,Female,chennai,,School Student,,Others,,Bengaluru
08/18/2025,24,Female,Banglore ,,College/University Student,,Family/Friend,,Bengaluru
08/18/2025,22,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
08/17/2025,21,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
08/17/2025,26,Male,Chennai ,,Working Professional,,CRY Website,,Bengaluru
08/17/2025,19,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
08/17/2025,19,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
08/17/2025,46,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
08/16/2025,24,Female,Banglore,,Working Professional,,Others,,Bengaluru
08/16/2025,28,Female,Banglore ,,Working Professional,,CRY Website,,Bengaluru
08/16/2025,20,Female,Ranchi,,College/University Student,,Family/Friend,,Bengaluru
08/16/2025,27,Female,Alappuzha,,Other,"I used to teach in a school for a year, now I am not working",Social Media Sites,,Bengaluru
08/16/2025,22,Female,Banglore,,School Student,,Social Media Sites,,Bengaluru
08/16/2025,17,Female,Dhuri,,College/University Student,,Others,,Bengaluru
08/16/2025,17,Female,Dhuri,,College/University Student,,Others,,Bengaluru
08/15/2025,22,Female,Banglore ,,Working Professional,,CRY Website,,Bengaluru
08/15/2025,17,Female,Banglore,,College/University Student,,Others,,Bengaluru
08/15/2025,22,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
08/14/2025,29,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
08/13/2025,21,Female,Tiruppur,,College/University Student,,CRY Website,,Bengaluru
08/13/2025,17,Female,Banglore,,School Student,,CRY Website,,Bengaluru
08/13/2025,19,Female,Nagercoil,,College/University Student,,CRY Website,,Bengaluru
08/13/2025,27,Female,Banglore,,Working Professional,,Family/Friend,,Bengaluru
08/13/2025,25,Female,Banglore ,,Working Professional,,Others,,Bengaluru
08/12/2025,29,Male,Banglore,,Working Professional,,Social Media Sites,,Bengaluru
08/12/2025,18,Female,Banglore,,College/University Student,,Family/Friend,,Bengaluru
08/12/2025,21,Male,Banglore ,,College/University Student,,Social Media Sites,,Bengaluru
08/11/2025,17,Female,Banglore,,School Student,,Family/Friend,,Bengaluru
08/11/2025,17,Female,Banglore,,School Student,,Family/Friend,,Bengaluru
08/11/2025,18,Female,Kochi and Bangalore,,College/University Student,,CRY Website,,Bengaluru
08/11/2025,50,Female,Banglore,,Working Professional,,Social Media Sites,,Bengaluru
08/11/2025,20,Female,Mangalore ,,College/University Student,,CRY Website,,Bengaluru
08/11/2025,33,Female,Banglore,,Working Professional,,Family/Friend,,Bengaluru
08/11/2025,30,Female,Banglore,,Working Professional,,Others,,Bengaluru
08/11/2025,21,Male,chennai,,College/University Student,,CRY Website,,Bengaluru
08/10/2025,22,Female,Palakkad,,College/University Student,,Social Media Sites,,Bengaluru
08/10/2025,29,Female,Banglore,,Working Professional,,Family/Friend,,Bengaluru
08/10/2025,19,Male,Banglore,,School Student,,CRY Website,,Bengaluru
08/10/2025,23,Female,Banglore ,,Working Professional,,CRY Website,,Bengaluru
08/10/2025,58,Female,Paris ,,Working Professional,,CRY Website,,Bengaluru
08/10/2025,24,Female,Banglore,,Working Professional,,Social Media Sites,,Bengaluru
08/10/2025,22,Female,Palakkad,,College/University Student,,Social Media Sites,,Bengaluru
08/09/2025,25,Female,LUCKNOW,,Working Professional,,CRY Website,,Bengaluru
08/09/2025,17,Female,Coimbatore ,,School Student,,Others,,Bengaluru
08/09/2025,16,Female,Visakhapatnam,,School Student,,Social Media Sites,,Bengaluru
08/09/2025,21,Female,Banglore,,College/University Student,,Online ads and Posts,,Bengaluru
08/08/2025,29,Male,Banglore ,,Working Professional,,CRY Website,,Bengaluru
08/08/2025,22,Female,Kerala,,College/University Student,,Online ads and Posts,,Bengaluru
08/08/2025,18,Male,Banglore,,College/University Student,,Family/Friend,,Bengaluru
08/08/2025,18,Female,Banglore,,College/University Student,,Social Media Sites,,Bengaluru
08/08/2025,22,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
08/07/2025,20,Female,Chennai,,College/University Student,,Family/Friend,,Bengaluru
08/07/2025,23,Female,Banglore ,,Working Professional,,CRY Website,,Bengaluru
08/06/2025,16,Female,Banglore,,School Student,,Social Media Sites,,Bengaluru
08/06/2025,44,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
08/06/2025,42,Male,Kochi,,Personal Business,,CRY Website,,Bengaluru
08/05/2025,14,Female,Banglore,,School Student,,Others,,Bengaluru
08/05/2025,19,Female,Visakhapatnam ,,College/University Student,,Others,,Bengaluru
08/05/2025,32,Female,Banglore ,,Working Professional,,CRY Website,,Bengaluru
08/04/2025,15,Female,Banglore,,School Student,,CRY Website,,Bengaluru
08/04/2025,23,Female,Banglore ,,Working Professional,,CRY Website,,Bengaluru
08/03/2025,17,Female,Banglore ,,School Student,,Social Media Sites,,Bengaluru
08/03/2025,21,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
08/03/2025,22,Female,Banglore ,,College/University Student,,CRY Website,,Bengaluru
08/02/2025,24,Male,Chennai,,Working Professional,,Others,,Bengaluru
08/02/2025,45,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
08/01/2025,26,Female,Kottayam,,College/University Student,,CRY Website,,Bengaluru
07/31/2025,17,Female,Mumbai,,College/University Student,,Online ads and Posts,,Bengaluru
07/31/2025,27,Female,Banglore ,,Home Maker,,CRY Website,,Bengaluru
07/31/2025,18,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
07/31/2025,22,Male,Kochi,,Working Professional,,CRY Website,,Bengaluru
07/31/2025,16,Female,Chennai,,School Student,,Social Media Sites,,Bengaluru
07/30/2025,27,Female,Banglore ,,Home Maker,,Family/Friend,,Bengaluru
07/30/2025,23,Female,chennai,,College/University Student,,Social Media Sites,,Bengaluru
07/30/2025,37,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
07/29/2025,20,Female,Banglore,,College/University Student,,Family/Friend,,Bengaluru
07/29/2025,17,Female,Banglore ,,School Student,,CRY Website,,Bengaluru
07/28/2025,16,Female,Singapore,,School Student,,Others,,Bengaluru
07/28/2025,34,Female,Banglore,,Working Professional,,Online ads and Posts,,Bengaluru
07/28/2025,32,Male,Vijayawada ,,Other,Freelancer ,CRY Website,,Bengaluru
07/28/2025,23,Female,Banglore,,Working Professional,,Family/Friend,,Bengaluru
07/27/2025,24,Female,Banglore,,Working Professional,,Social Media Sites,,Bengaluru
07/27/2025,59,Male,Chennai,,Retired,,CRY Website,,Bengaluru
07/26/2025,21,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
07/26/2025,20,Male,Banglore,,College/University Student,,CRY Volunteers/Interns,,Bengaluru
07/25/2025,15,Female,Banglore,,School Student,,Social Media Sites,,Bengaluru
07/24/2025,21,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
07/24/2025,32,Male,Banglore ,,Working Professional,,CRY Website,,Bengaluru
07/24/2025,18,Female,Palakkad,,College/University Student,,CRY Website,,Bengaluru
07/24/2025,20,Female,Banglore,,College/University Student,,CRY Volunteers/Interns,,Bengaluru
07/24/2025,20,Female,Banglore ,,College/University Student,,Family/Friend,,Bengaluru
07/24/2025,25,Male,Banglore,,Working Professional,,Online ads and Posts,,Bengaluru
07/23/2025,31,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
07/23/2025,19,Female,Banglore,,College/University Student,,Others,,Bengaluru
07/23/2025,21,Male,Malappurum Kerala,,College/University Student,,CRY Website,,Bengaluru
07/23/2025,21,Male,Hindupur,,Working Professional,,CRY Website,,Bengaluru
07/22/2025,19,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
07/22/2025,33,Female,Coimbatore,,Working Professional,,CRY Website,,Bengaluru
07/22/2025,26,Female,Banglore,,Working Professional,,Others,,Bengaluru
07/21/2025,18,Female,Chandigarh,,College/University Student,,Social Media Sites,,Bengaluru
07/21/2025,22,Female,Thiruvananthapuram,,College/University Student,,CRY Website,,Bengaluru
07/20/2025,16,Female,Chennai,,School Student,,Social Media Sites,,Bengaluru
07/20/2025,16,Female,Chennai,,School Student,,Social Media Sites,,Bengaluru
07/20/2025,18,Female,Thiruvananthapuram ,,College/University Student,,CRY Website,,Bengaluru
07/20/2025,17,Male,Banglore,,School Student,,Others,,Bengaluru
07/19/2025,26,Female,TAMILNADU,,Other,Unemployed (Looking for opportunity to serve),CRY Website,,Bengaluru
07/19/2025,13,Female,Banglore,,School Student,,Social Media Sites,,Bengaluru
07/18/2025,20,Female,Banglore ,,College/University Student,,Family/Friend,,Bengaluru
07/18/2025,23,Female,Banglore,,College/University Student,,Social Media Sites,,Bengaluru
07/18/2025,36,Female,Chennai,,Working Professional,,CRY Website,,Bengaluru
07/18/2025,16,Female,Banglore,,School Student,,CRY Website,,Bengaluru
07/18/2025,35,Female,Banglore,,Other,Career break,CRY Website,,Bengaluru
07/18/2025,16,Female,Chennai,,School Student,,Social Media Sites,,Bengaluru
07/18/2025,22,Female,Coimbatore,,College/University Student,,Online ads and Posts,,Bengaluru
07/17/2025,24,Male,Banglore,,Working Professional,,Family/Friend,,Bengaluru
07/17/2025,22,Female,Patna,,College/University Student,,CRY Website,,Bengaluru
07/17/2025,16,Female,Kochi,,School Student,,Social Media Sites,,Bengaluru
07/17/2025,19,Female,Banglore ,,College/University Student,,CRY Website,,Bengaluru
07/17/2025,22,Female,Banglore,,Working Professional,,Online ads and Posts,,Bengaluru
07/17/2025,18,Female,Banglore ,,College/University Student,,Others,,Bengaluru
07/17/2025,25,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
07/16/2025,24,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
07/16/2025,20,Female,Patna ,,College/University Student,,Social Media Sites,,Bengaluru
07/16/2025,28,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
07/16/2025,28,Male,Banglore,,Working Professional,,Family/Friend,,Bengaluru
07/15/2025,49,Male,Trivandrum ,,Personal Business,,Social Media Sites,,Bengaluru
07/15/2025,47,Female,Banglore,,Working Professional,,Social Media Sites,,Bengaluru
07/14/2025,22,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
07/13/2025,20,Female,Mangalore,,College/University Student,,Others,,Bengaluru
07/13/2025,21,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
07/12/2025,15,Female,Banglore,,School Student,,Family/Friend,,Bengaluru
07/12/2025,40,Female,Banglore,,Working Professional,,Others,,Bengaluru
07/12/2025,17,Male,Banglore,,College/University Student,,CRY Website,,Bengaluru
07/12/2025,58,Female,Banglore,,Retired,,Social Media Sites,,Bengaluru
07/12/2025,21,Male,Malappurum,,College/University Student,,CRY Website,,Bengaluru
07/12/2025,21,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
07/12/2025,16,Female,Banglore,,School Student,,Social Media Sites,,Bengaluru
07/12/2025,16,Female,Banglore,,School Student,,Social Media Sites,,Bengaluru
07/11/2025,26,Female,Banglore,,Working Professional,,Others,,Bengaluru
07/11/2025,25,Male,Banglore,,Working Professional,,Others,,Bengaluru
07/11/2025,41,Female,nagpur,,Working Professional,,CRY Website,,Bengaluru
07/10/2025,16,Male,Patna,,School Student,,Social Media Sites,,Bengaluru
07/10/2025,19,Female,Hassan,,College/University Student,,CRY Volunteers/Interns,,Bengaluru
07/10/2025,16,Female,Chennai,,School Student,,Others,,Bengaluru
07/10/2025,53,Male,Hyderabad ,,Working Professional,,CRY Website,,Bengaluru
07/10/2025,18,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
07/09/2025,17,Female,Banglore ,,School Student,,CRY Website,,Bengaluru
07/09/2025,23,Female,TRIVANDRUM,,Other,ONLINE WORKS AND UPSC CSE BEGINER STUDENT,CRY Website,,Bengaluru
07/09/2025,19,Female,Banglore ,,College/University Student,,CRY Website,,Bengaluru
07/09/2025,47,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
07/09/2025,23,Female,Banglore ,,College/University Student,,Family/Friend,,Bengaluru
07/08/2025,19,Male,Banglore,,College/University Student,,CRY Website,,Bengaluru
07/08/2025,50,Female,Chennai,,Working Professional,,CRY Website,,Bengaluru
07/08/2025,18,Male,Banglore,,College/University Student,,CRY Website,,Bengaluru
07/08/2025,22,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
07/08/2025,18,Female,Banglore ,,College/University Student,,Social Media Sites,,Bengaluru
07/08/2025,21,Female,Banglore ,,College/University Student,,CRY Website,,Bengaluru
07/08/2025,18,Female,CHENNAI,,College/University Student,,Social Media Sites,,Bengaluru
07/07/2025,33,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
07/07/2025,25,Female,Banglore ,,Working Professional,,CRY Website,,Bengaluru
07/06/2025,18,Female,Thiruvananthapuram ,,College/University Student,,CRY Website,,Bengaluru
07/06/2025,33,Female,Banglore,,Working Professional,,CRY Volunteers/Interns,,Bengaluru
07/06/2025,16,Female,Banglore,,School Student,,CRY Volunteers/Interns,,Bengaluru
07/06/2025,17,Male,CHENNAI,,College/University Student,,CRY Website,,Bengaluru
07/05/2025,52,Male,Banglore,,Personal Business,,CRY Website,,Bengaluru
07/05/2025,21,Female,Banglore ,,Other,CA Intern,Social Media Sites,,Bengaluru
07/05/2025,16,Female,Banglore,,School Student,,Social Media Sites,,Bengaluru
07/05/2025,21,Female,PUNGANOOR,,Working Professional,,CRY Website,,Bengaluru
07/04/2025,13,Female,banglore,,School Student,,Others,,Bengaluru
07/03/2025,43,Female,THRISSUR ,,Working Professional,,Ads/Hoardings,,Bengaluru
07/03/2025,22,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
07/03/2025,18,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
07/03/2025,25,Female,Banglore,,Working Professional,,Family/Friend,,Bengaluru
07/03/2025,22,Male,Banglore,,College/University Student,,Social Media Sites,,Bengaluru
07/02/2025,16,Female,Coimbatore,,School Student,,Others,,Bengaluru
07/02/2025,22,Female,Tiruchi,,College/University Student,,Family/Friend,,Bengaluru
07/02/2025,16,Female,Banglore,,School Student,,Social Media Sites,,Bengaluru
07/02/2025,21,Female,Perambalur District,,College/University Student,,CRY Website,,Bengaluru
07/02/2025,23,Male,Banglore,,Working Professional,,CRY Website,,Bengaluru
07/01/2025,16,Female,Banglore,,School Student,,CRY Website,,Bengaluru
07/01/2025,16,Female,Banglore,,School Student,,CRY Website,,Bengaluru
07/01/2025,36,Female,Chennai,,Working Professional,,CRY Website,,Bengaluru
07/01/2025,34,Female,Banglore,,Working Professional,,CRY Website,,Bengaluru
06/30/2025,18,Female,Banglore,,College/University Student,,Social Media Sites,,Bengaluru
06/30/2025,16,Female,Banglore ,,School Student,,CRY Volunteers/Interns,,Bengaluru
06/30/2025,16,Female,Banglore,,School Student,,Others,,Bengaluru
06/30/2025,22,Male,ERNAKULAM,,Working Professional,,Online ads and Posts,,Bengaluru
06/29/2025,16,Female,Banglore,,School Student,,CRY Website,,Bengaluru
06/29/2025,22,Female,Banglore,,College/University Student,,Social Media Sites,,Bengaluru
06/29/2025,20,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
06/29/2025,20,Female,Banglore,,College/University Student,,Family/Friend,,Bengaluru
06/28/2025,19,Female,Manipal,,College/University Student,,Family/Friend,,Bengaluru
06/28/2025,20,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
06/28/2025,17,Female,Banglore,,College/University Student,,Social Media Sites,,Bengaluru
06/28/2025,19,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
06/27/2025,36,Female,Banglore ,,Working Professional,,CRY Website,,Bengaluru
06/27/2025,20,Female,Banglore ,,College/University Student,,Social Media Sites,,Bengaluru
06/27/2025,18,Male,Vijayapur,,School Student,,Social Media Sites,,Bengaluru
06/27/2025,36,Female,Banglore,,Personal Business,,CRY Website,,Bengaluru
06/27/2025,20,Male,kannur,,College/University Student,,CRY Website,,Bengaluru
06/26/2025,29,Female,Banglore,,Working Professional,,Social Media Sites,,Bengaluru
06/26/2025,21,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
06/26/2025,16,Male,Banglore ,,School Student,,CRY Website,,Bengaluru
06/26/2025,20,Male,Kannur,,College/University Student,,Family/Friend,,Bengaluru
06/25/2025,16,Male,Banglore ,,School Student,,CRY Website,,Bengaluru
06/25/2025,19,Female,Banglore ,,College/University Student,,CRY Website,,Bengaluru
06/25/2025,21,Female,Banglore ,,College/University Student,,Others,,Bengaluru
06/24/2025,18,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
06/24/2025,21,Other,Coimbatore,,College/University Student,,CRY Website,,Bengaluru
06/24/2025,17,Female,Banglore ,,School Student,,Others,,Bengaluru
06/23/2025,25,Male,Banglore,,Working Professional,,CRY Volunteers/Interns,,Bengaluru
06/23/2025,33,Female,Ernakulam,,Working Professional,,Social Media Sites,,Bengaluru
06/23/2025,21,Female,Banglore ,,Working Professional,,Social Media Sites,,Bengaluru
06/23/2025,19,Female,Banglore,,School Student,,CRY Website,,Bengaluru
06/22/2025,23,Female,Chennai,,Working Professional,,CRY Website,,Bengaluru
06/22/2025,22,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
06/22/2025,22,Male,Banglore,,College/University Student,,CRY Website,,Bengaluru
06/22/2025,18,Female,Banglore,,College/University Student,,CRY Website,,Bengaluru
06/22/2025,27,Female,Bangy,,Working Professional,,CRY Website,,Bengaluru
